OBJECTID,HUC_12,Pct_Land,Percent nonbuffered agriculture,Percent of agriculture that is buffered,Average width of stream buffers downstream from agriculture (meters),Net agricultural phosphorus balance (kg P/ha/yr),Crop phosphorus removal (kg P/ha/yr),Phosphorus fertilizer application (kg P/ha/yr),Phosphorus application as manure (kg P/ha/yr),WSfrq,Candidate Ecological Restoration Areas per square kilometer,Population [12-digit HUC],Pct ag on slope >= 3%,Percent pasture on slopes >= 3%,Percent cropland on slopes >= 3%,Pct ag on slope >= 9%,Percent pasture on slopes >= 9%,Percent cropland on slopes >= 9%,Dissolved nutrients in surface runoff from agricultural fields (tons) Nitrogen,Dissolved nitrogen in non-tile drain subsurface flow from agricultural fields (tons),Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Nitrogen,Nutrients attached to eroding surface soil from agricultural fields (tons) Nitrogen,Dissolved nutrients in leachate from agricultural fields (tons) Nitrogen,Dissolved nutrients in surface runoff from agricultural fields (tons) Phosphorus,Nutrients attached to eroding surface soil from agricultural fields (tons) Phosphorus,Dissolved nutrients in tile drain subsurface flow from agricultural fields (tons) Phosphorus,Dissolved nutrients in leachate from agricultural fields (tons) Phosphorus,Subsurface water flow through agricultural tile drainage systems (mm),Non-tile drainage system subsurface water flow from agricultural lands (mm),Percolation from agricultural lands (mm),Surface runoff from agricultural land (mm),Surface sediment erosion from agricultural lands (tons),Thermo_Plants,FWWGYR,FWCGYR,Thermoelectric water use (million gallons/day) Withdrawal,Thermoelectric water use (million gallons/day) Consumption,Industrial water use (gallons/day),Industrial water use (million gallons/day),Count of Industrial Facilities,Rd Buffer Area,Population near major roadway with little to no tree buffer,Roads near streams (km/km),Road Density (km/km2),Roads Crossing Streams - Count,Roads Crossing Streams - Count per Km of Stream,Percent tree canopy,Percent tree canopy in stream buffers,Total permitted discharges - pounds per year,Total permitted discharges - toxic-weighted pound-equivalents,Permitted metals discharges - pounds per year,Permitted metals discharges - toxic-weighted pound-equivalents,Permitted priority pollutant discharges - pounds per year,Permitted priority pollutant discharges - toxic-weighted pound-equivalents,Permitted solids discharges (total pounds per year),Permitted organic enrichment discharges (total pounds per year),Permitted nitrogen discharges - total pounds per year,Permitted nitrogen discharges - pounds per year from publicly-owned treatment works,Permitted phosphorus discharges - total pounds per year,Permitted phosphorus discharges - pounds per year from publicly-owned treatment works,Permitted nitrogen discharges - pounds per year from non publicly-owned treatment works,Permitted phosphorus discharges - pounds per year from non-publicly-owned treatment works,Permitted pathogen indicator discharges (colony-forming units / 100 ml)  - average,Permitted pathogen indicator discharges (colony-forming units / 100 ml)  - maximum,Wastewater flow discharges - daily average (mgd),Wastewater flow discharges - annual total (mgy),Number of combined sewer overflow events,Number of farmers markets [12-digit HUC],Percentage of land area in estimated floodplains classified as natural,Percentage of land area in estimated floodplains classified as forest,Percentage of land area in estimated floodplains classified as shrubland,Percentage of land area in estimated floodplains classified as wetland,Percentage of land area in estimated floodplains classified as developed,fp_pdevl,fp_pdevm,fp_pdevh,Percentage of land area in estimated floodplains classified as agriculture,fp_pagp,Percentage of land area in estimated floodplains classified as agriculture - cropland,Area of estimated floodplain classified as land (m2),Area in square meters of estimated floodplain classified as water,Percentage of area that is both land and floodplain,Number of vulnerable native aquatic species based on IUCN range,Native aquatic species rarity index,Native aquatic species vulnerability index,Native aquatic species richness,Non-native aquatic species richness - animals,Non-native aquatic species richness - plants,Non-native aquatic species richness - plants and animals,Percentage of land area in estimated floodplains classified as rangeland,Nitrate violation index - Groundwater,Nitrate violation index - Surface water,Shape__Area,Shape__Length
35408,100800010301,99.9565586003461,0.3757343,83.4771886559803,55.1112823674476,0.270189555308606,0.357562233181551,0.601350933851744,0.0264177265244197,8,0.06228859,441.594802064,2.061559,1.964124,0.09743514,0.3217463,0.3175404,0.004205834,0.61252936838,0.103999461229,0,1.14274493385,0.0235936967641,0.049099320386,0.120131332082,0,1.7195831538,0,20.1843930814,234.921434497,103.400098508,1.17157900417,0,0,0,0,0,9360.4519774,0.0093604519774,2,3505500,101.883158203,0.0384559809861,0.536589925845,16,0.154791123938,3.59991146462801,6.91916392401409,85960.3150744,0,0,0,0,0,8584.0175484,3522.39764625,0,0,0,0,0,0,404.341666667,2877,0.07925,28.997,0,0,83.28726,0.3402084,42.65363,39.42165,8.717839,3.615415,0.3774334,0,7.994897,9.535161,0.02126302,4232700,348300,3.29561142891996,0,0,0,34,1,0,1,43.52541,0.205248484848485,0.299969696969697,244128005.269531,122550.298516675
35409,100800010302,98.4856535600425,0.01034262,85.4368932038835,95.2233009708738,0.00484969016758558,0.00641796106655526,0.0107952390834929,0.00047417742861714,1,0.007569324,28.4927581813,0.1376467,0.1376467,0,0.0698609,0.0698609,0,0.177954627246,0.0168289303769,0,0.146948426825,0.0195957945873,0.0168583454584,0.0132589736432,0,0.56422541059,0,3.25421983134,174.827955188,92.8373478222,0.134821357098,0,0,0,0,0,0,0,0,208800,9.14388231467,0.00700997880571,0.1573077809,5,0.0614361131117,18.3474005820931,22.3652078418612,,,,,,,,,,,,,,,,,,,,0,97.20057,43.94047,16.26506,36.71155,1.311127,0.353857,0,0,1.488306,2.476999,0,2539800,1126800,1.92245686269377,0,0,0,34,0,0,0,16.47767,0.23739,0.311067777777778,250683456.292969,91479.8005099146
35410,100800010303,93.1194795550698,0.06409177,78.9285714285714,72.8464285714286,0.000876045958006914,0.00115933774255946,0.00195001410588008,0.0000856552079336163,5,0.02905448,7.74161551333,0.002246383,0.001684787,0.0005615958,0.001123192,0.001123192,0,0.171040858868,0.0142076906828,0,0.15855250486,0.0169096462363,0.00417900753789,0.0172793424242,0,0.188622382579,0,3.89225321706,197.671979073,103.111565835,0.169533746982,0,0,0,0,0,0,0,0,56700,0,0.0248994572809,0.134278979689,11,0.0993340475284,6.81592990494389,10.1791370999132,,,,,,,,,,,,,,,,,,,,0,98.62504,29.99141,37.20997,26.63993,0.1718705,0.2060642,0,0,1.203094,0.3532529,0,3141900,4526100,1.82572547818071,0,0,0,34,1,0,1,41.62131,0.424833333333333,0.454970833333333,326077501.621094,95679.8012692363
35420,100800010501,99.7250921566066,0.0358821,89.1752577319588,113.984536082474,0.00523469365176004,0.00692746523827228,0.0116498087222036,0.000511821062710444,1,0.006311047,56.6717288186,0.03816033,0.03702122,0.001139114,0.01082159,0.01082159,0,0.436256058283,0.0582669918615,0,0.745847122732,0.00440138700879,0.0127253337169,0.0828627916667,0,0.486218656772,0,14.6688753013,158.501294168,61.3007906575,0.793870027635,0,0,0,0,0,0,0,0,1899900,43.2930232855,0.0131009322819,0.116581018734,8,0.0604231905868,5.26501863438985,7.43204293594394,,,,,,,,,,,,,,,,,,,,0,97.02892,0.2392821,48.75374,41.53539,1.674975,1.171646,0.1562195,0,1.296112,0,0,4513500,517500,2.84849109166609,0,0,0,32,1,0,1,54.99501,0.390544230769231,0.422526923076923,300402140.269531,94373.0098505894
35421,100800010502,99.180642907058,0.4333198,87.4039938556068,166.341525857655,0.486601956063287,0.64395709849617,1.08657631026396,0.0475774031562581,0,0,11.1085537574,1.636399,1.597647,0.03875218,0.1514858,0.1497243,0.001761463,1.87814031028,0.112797423521,0,1.98533638554,0.0224104064547,0.0420261842077,0.214726382022,0,1.90593903719,0,16.8365422465,289.979523978,113.862484521,2.0101538341,0,0,0,0,0,0,0,0,1149300,2.24947710377,0.0276249553402,0.63335714245,6,0.187165799722,0.666637243132547,1.39964294822749,,,,,,,,,,,,,,,,,,,,0,83.02991,0,29.12874,49.12224,1.121586,0.1115005,0.01592864,0,15.84851,14.97292,0,5536800,535500,10.7467198487461,0,0,0,32,0,0,0,33.79389,0.187113432835821,0.248419402985075,97699417.4335938,47898.7322451188
35422,100800010503,88.0878030258394,0.001335934,60,101.8,0,0,0,0,10,0.072742,0.00469702063128,0.008918286,0.008918286,0,0.008918286,0.008918286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13576247411663,7.82383095401305,,,,,,,,,,,,,,,,,,,,0,100,46.31245,20.65821,18.87391,0,0,0,0,0,0,0,2269800,874800,1.65109788895435,0,0,0,32,0,0,0,32.27597,0.21786862745098,0.318803921568627,259206578.726563,82475.0990143638
35423,100800010504,96.8673789120012,0.01713276,94.1176470588235,160.970588235294,0.00947963532804813,0.0125451169782345,0.0211106266916506,0.000926869335720866,0,0,9.82938333865,0.09665149,0.08963647,0.007015028,0.002338343,0,0.002338343,0.793602395693,0.0475250612616,0,0.847959284948,0.00944831235609,0.0176872281134,0.0917107833233,0,0.793182059312,0,3.71984576097,50.777020557,23.1266769479,0.858483395541,0,0,0,0,0,0,0,0,274500,7.28110511564,0.0146501690217,0.248712539072,2,0.0307934075106,7.37841145610028,13.5539099837193,,,,,,,,,,,,,,,,,,,,0,98.55462,29.98319,42.15126,24.60504,0.7058824,0.3811944,0,0,0.7394958,1.683609,0,2677500,2855700,2.24622885236487,0,0,0,32,0,0,0,43.69748,0.423617647058824,0.402452941176471,225401712.707031,99641.3555144168
35424,100800010505,100,0,100,252.103896103896,0,0,0,0,0,0,1.56483841518,0.001333404,0.001333404,0,0.0006667022,0.0006667022,0,0.391810953484,0.0268382812238,0,0.268904173916,0.0182345260385,0.00932588275885,0.0279225583978,0,0.698112322172,0,6.52167666738,132.862422474,44.3648568963,0.27191343465,0,0,0,0,0,0,0,0,0,0,0.0418618250658,0.44292235405,23,0.232194063285,0.40062803349512,1.0153784900214,,,,,,,,,,,,,,,,,,,,0,99.83398,0.3135953,88.54455,0.2951485,0.166021,0,0,0,0,0,0,4878900,0,3.6143882142973,0,0,0,32,0,0,0,96.2553,0.455794117647059,0.535758823529412,256735892.851563,104183.782265819
35425,100800010601,99.5696221498914,3.12675,72.4249797242498,52.8441347784414,2.74634258251472,3.634442440841,6.11458888747025,0.268523064129458,15,0.1387428,98.8044142623,8.591804,8.366077,0.2257261,0.8794957,0.8627753,0.01672045,4.92634940646,0.342546095142,0,3.51716617153,0.24933445645,0.116475821064,0.365126101375,0,8.9664219887,0,16.1647882987,276.850624461,106.350504629,3.55373181886,0,0,0,0,0,0,0,0,1664100,43.6140687999,0.0255715787365,0.719598917469,16,0.162433741198,0.892364074501732,2.09772408585913,,,,,,,,,,,,,,,,,,,,0,68.22514,0.05360334,25.30673,41.84038,0.9767719,0.2372057,0.01186029,0,30.79809,36.01376,0.1131626,15111000,526500,13.9769450838962,0,0,0,32,0,0,0,26.33115,0.182011111111111,0.266483333333333,204434895.121094,110944.013837746
35426,100800010602,98.044392458295,1.418239,40.1811248808389,35.7909914204004,0.441504278560916,0.584275937762065,0.986049923071901,0.0431679872934453,3,0.01856589,30.3959033448,1.206086,1.199836,0.006249148,0.09487343,0.09487343,0,1.27329914669,0.0787707550684,0,1.2611292257,0.0260339447878,0.0287419150444,0.135506821919,0,1.49627385269,0,4.75460410845,61.9965280072,28.9749812636,1.27632407745,0,0,0,0,0,0,0,0,484200,3.52928086986,0.0190779472125,0.204455367664,7,0.103857379468,10.5029753663402,16.0440573370308,,,,,,,,,,,,,,,,,,,,0,72.83833,17.4996,11.51832,41.37712,2.316357,1.274697,0.04780115,0,24.84531,23.34289,0.01586546,5672700,1594800,3.51062395558125,0,0,0,32,0,0,0,13.86641,0.183403100775194,0.231340310077519,304749381.019531,137350.983402347
35427,100800010603,100,0.3881434,80.5749128919861,121.091463414634,0.0488315274178505,0.0646224461683943,0.11361691444888,0.00477449224719676,0,0,7.43133189207,0.6370425,0.5308687,0.1061737,0.02784885,0.0261083,0.001740553,2.77083239651,0.165841002026,0,2.9666255463,0.0329744071728,0.0617073326404,0.320853682835,0,2.7612978613,0,10.7370865519,129.710944436,64.1794734966,3.00339498895,0,0,0,0,0,4680.2259887,0.0046802259887,1,138600,2.74312452576,0.17739445032,0.388603627724,18,0.626600821832,9.02395001131359,9.48623603161624,,,,,,,,,,,,,,,,,,,,0,82.01835,0.3669725,43.66972,37.98165,3.027523,0.9174312,0.09174312,0,14.95413,12.84404,0,981000,0,1.89715578123767,0,0,0,32,0,0,0,43.66972,0.191791891891892,0.308791891891892,97744227.0664063,68222.7480150109
35429,100800010605,99.9882697029889,0.5967511,62.8348757915246,36.6429615197272,0.189338362101101,0.250565746342344,0.422028225277279,0.0185125182387431,0,0,13.2371021524,1.211491,1.158307,0.05318359,0.1368695,0.1345232,0.002346335,1.34271669218,0.105521131324,0,0.308688310925,0.121971934133,0.0339682315188,0.0240777800608,0,3.65252827192,0,11.9202923903,277.486944549,58.6123534223,0.309672130248,0,0,0,0,0,0,0,0,0,0,0.0592387247662,0.564341892365,32,0.318378704343,0.470560170194128,1.97288414133114,,,,,,,,,,,,,,,,,,,,0,82.83262,0.1341202,34.50912,47.97478,0.4291846,0.1608579,0.02680965,0,16.7382,14.97319,0,6710400,17100,5.83001579485001,0,0,0,32,0,0,0,34.72371,,,218482410.816406,103789.869968925
35430,100800010606,99.5742195595245,1.074679,67.8126180581791,184.315640347563,0.730304420963515,0.966466965622773,1.61743221917065,0.0714053600278988,6,0.04186698,42.7674090724,1.875643,1.820143,0.05549984,0.04730101,0.04603964,0.00126136,1.24678813432,0.237385755973,0,0.969591022507,0.239083737646,0.0674054116021,0.103110160445,0,8.11332233961,0,12.1279266707,307.417202158,75.4815683534,0.99685684476,0,0,0,0,0,0,0,0,2135700,24.964996258,0.0491304993047,0.37299578523,29,0.283633002577,0.966697402991108,0.999085588880761,,,,,,,,,,,,,,,,,,,,0,87.75294,0.4168245,32.76999,53.31565,1.030693,0.1123091,0,0,11.21637,14.55526,0.007578628,11875500,749700,8.28652141901776,0,0,0,32,0,0,0,34.02046,,,270169553.15625,112741.890904212
35431,100800010607,99.438609478863,0.7018224,64.8816453240202,47.860302677532,0.431713821595609,0.571319487049584,0.96177855692164,0.0422107274379961,6,0.05141542,15.1086793302,2.18767,2.186119,0.001550989,0.2667701,0.2667701,0,0.197997478687,0.0302915581309,0,0.125148218067,0.0273070138885,0.00535667292121,0.0129515275311,0,1.04155733921,0,1.34254002563,34.2069295324,9.30040191483,0.128449613192,0,0,0,0,0,0,0,0,253800,1.46418500273,0.117033118583,0.429697502697,32,0.450836604224,12.0077041243832,11.8932474629196,,,,,,,,,,,,,,,,,,,,0,65.5948,8.847584,15.13011,41.15242,2.360595,0.1486436,0,0,32.04461,30.08175,0,4842000,122400,4.14922420540778,0,0,0,32,0,0,0,15.5948,,,220041172.464844,116483.925970342
35432,100800010608,100,0.3322953,73.7155963302752,50.5587155963303,0.271796368044575,0.35968864976165,0.603428457721057,0.0265748322992389,4,0.02577585,20.6902523409,0.8814813,0.876842,0.004639375,0.1496199,0.1467202,0.00289961,0.2257248841,0.0432757216015,0,0.18901818443,0.0357548231401,0.00630949421493,0.0202865440066,0,1.48066134496,0,2.05523062215,51.8621335543,13.9766675605,0.194845737334,0,0,0,0,0,0,0,0,525600,12.162508655,0.0260969059005,0.327525918106,14,0.17140656454,15.3718502624177,16.4431600831601,,,,,,,,,,,,,,,,,,,,0,84.62297,6.776737,25.85017,51.8482,1.552489,0.2217295,0.02463661,0,13.82454,14.33851,0,3652200,900,2.35346417735398,0,0,0,32,0,0,0,25.99803,,,292302110.390625,104927.574098262
35433,100800010701,94.9202761738076,0.001911078,73.3333333333333,15,0,0,0,0,3,0.01531345,0.00338871195709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08341576470026,13.2941830765428,,,,,,,,,,,,,,,,,,,,0,100,54.00135,21.62071,8.06994,0,0,0,0,0,0,0,2676600,4292100,1.36626563732207,0,0,0,32,0,0,0,37.59247,0.2867875,0.3756,366877037.304688,107794.507489579
35434,100800010702,90.1089132636103,0,,,0,0,0,0,13,0.1116537,0.000058712757891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87983115265292,9.59252317511777,,,,,,,,,,,,,,,,,,,,0,100,57.94872,21.61736,8.678501,0,0,0,0,0,0,0,2281500,2102400,1.9595231049908,0,0,0,32,0,0,0,30.13807,0.269440625,0.36925,218741731.050781,81476.9653614821
35435,100800010703,99.226112463334,0,100,1571.33333333333,0.00705606014656774,0.00933781700254254,0.0157055410523881,0.000689904785841833,0,0,0,0.04968866,0.04968866,0,0.04402792,0.04402792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0059220041999,0,0,17.8258647600826,22.2771112405358,,,,,,,,,,,,,,,,,,,,0,100,50.1861,19.35484,6.513648,0,0,0,0,0,0,0,1450800,204300,1.00594549123269,0,0,0,32,0,0,0,43.30025,0.496059090909091,0.470645454545455,270618948.507813,77068.7450528247
35436,100800010704,90.6265954522248,0.00325013,98.9864864864865,135.847972972973,0.0172691458293958,0.0228535641980828,0.0384357338110469,0.00168848707460296,2,0.02181758,5.43817415374,0.02058393,0.02058393,0,0.00433346,0.00433346,0,0.200040626721,0.0403475625906,0,0.152548033267,0.049221213029,0.0181310673352,0.0162003951365,0,1.3861687762,0,2.41154085266,64.6403526223,13.5089444034,0.156448449039,0,0,0,0,0,0,0,0,102600,2.78360692711,0.0196505106342,0.172149530688,2,0.0726762006514,5.01873725733534,3.70921305182342,,,,,,,,,,,,,,,,,,,,0,95.6285,4.89992,59.56765,22.06565,0.1120897,0.01229407,0,0,4.259408,2.225227,0,5620500,10260000,6.13128546833878,0,0,0,32,0,0,0,68.66293,0.230725925925926,0.287,172481907.199219,99917.9140519381
35437,100800010801,99.3078988202261,0.6811888,78.8011319783895,96.0915873424235,0.558632113667001,0.739280043085149,1.24300636330074,0.0546201365547136,8,0.07297716,123.753772858,1.87748,1.830357,0.04712301,0.08680555,0.08680555,0,0.236775950072,0.0430978571946,0,0.0203301880138,0.12809528447,0.107452776121,0.00103619184482,0,2.11640234339,0,6.50016725126,231.20413228,20.8837020965,0.015311021469,0,0,0,0,0,14040.6779661,0.0140406779661,3,3632400,28.9812366759,0.0645383125448,0.814628169498,19,0.313117652144,0.719596255949057,3.0193763518385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.34541,0.2730168,22.89297,68.45139,1.946509,1.084378,0.05809169,0,5.708074,8.365203,0.3336872,17801100,1536300,16.2384213204133,0,0,0,32,0,0,0,23.62101,0.341394827586207,0.35468275862069,206456293.523438,107275.534280869
35438,100800010802,99.6387535619083,0.333032,49.1549295774648,67.5549295774648,0.14787171155473,0.195689797658894,0.332213858646974,0.0144581252672365,0,0,43.6410870025,0.1992675,0.1974224,0.001845069,0.02583097,0.02583097,0,0.123147095925,0.0283084571004,0,0.00935064498961,0.0682253549313,0.0540494298583,0.000500303062071,0,0.984544407669,0,10.6269073696,273.487229891,22.3128536247,0.00687422130458,0,0,0,0,0,0,0,0,559800,9.73689136848,0.0302529493462,0.474969303552,9,0.178580992785,0.0452948175202678,0.182297318245233,,,,,,,,,,,,,,,,,,,,0,94.87147,0.02538877,80.46969,5.331641,1.605839,1.203592,0.03184105,0,3.522691,3.999236,0.2919708,14179500,306900,14.482920403948,0,0,0,32,0,0,0,89.17804,0.42521,0.445655,184886275.554688,86680.6468221367
35439,100800010803,99.3850861910875,0.7132725,87.6398880895284,150.138988808953,1.11506682087986,1.47565209234332,2.47878353895544,0.109025422158944,20,0.1273551,359.274278569,2.057338,1.598358,0.4589801,0.04785848,0.01095556,0.03690292,2.41098658535,0.0361973757719,0,0.0554639136673,0.990507206941,0.573122720463,0.00742098974258,0,13.4485415166,0,2.44409005286,375.403266204,21.5195219943,0.0104423297704,0,0,0,0,0,9360.4519774,0.0093604519774,2,3339000,122.639328239,0.0418767761459,0.647748502954,18,0.252984492087,0.461912789586194,1.54992416582406,,,,,,,,,,,,,,,,,,,,0,86.08606,0.05139466,21.09517,64.43489,0.6400972,0.2037121,0.03621548,0,13.27384,15.35084,1.037238,19262700,1280700,12.2660162561393,0,0,0,32,1,0,1,21.59978,0.42198,0.49558,295060317.34375,99901.7720441885
35440,100800010804,99.7438827732934,2.747083,69.2128102319444,74.0231944373953,1.27222090643511,1.68362595617591,2.83561432259674,0.124391129577397,34,0.1706239,7466.07599144,3.227501,2.514254,0.7132474,0.07155117,0.05298409,0.01856707,1.2924830067,0.0467638376346,0,0.047219612009,1.102487388,0.13908404872,0.0000745003438679,0,10.7652641424,0,0.0437932350605,290.903632633,14.8648431148,0.00081257630938,0,0,0,0,0,229331.073446,0.229331073446,49,4267800,635.399500436,0.0459335233775,1.17199892603,24,0.281198924189,0.418305611322572,1.21142290776188,,,,,,,,,,,,,,,,,,,,0,90.96432,0.02002737,16.54595,74.16469,3.090891,0.9902931,0.6242442,0.1862928,5.944791,7.288296,1.922628,26963100,1070100,13.5310249671961,0,0,0,32,0,1,1,16.7796,0.425022222222222,0.510133333333333,373349389.050781,123792.176422335
35441,100800010805,99.5450018643596,7.289361,55.5073344327749,49.2979776061106,2.20674266770176,2.92034914310148,4.91389868466893,0.215763796785289,37,0.1940452,8022.10655544,5.486726,4.492933,0.9937935,0.07965521,0.0497845,0.0298707,1.3248317119,0.0338415835727,0,0.235552845821,1.39521521426,0.606816360526,0.0198356699541,0,22.013456072,0,0.0486442390684,310.966990591,24.7212820682,0.00573253909949,0,0,0,0,0,140406.779661,0.140406779661,30,2951100,316.268914105,0.0696108307221,1.14774652358,44,0.392952887842,0.22738521282266,0.376958115764915,223299.241543,0.244673483858,0,0,0,0,35202.2793337,19685.9839775,220.426562034,220.426562034,0,0,0,0,29.7833333333,41.4,1.11216885965,812.072263158,0,0,73.71763,0.006648715,18.45351,54.37652,4.986537,2.040485,0.7655875,0.4119899,21.29584,16.80075,4.291746,27072900,1510200,14.1982910063643,0,0,0,33,0,0,0,19.33446,,,357491318.5625,84549.7017209304
35442,100800010806,99.3101058467742,2.860344,61.8980568853844,62.1413686285553,0.827996584001036,1.0957503790402,1.83449397750218,0.080957190570558,3,0.0349975,102.180774993,2.941456,2.212965,0.7284915,0.0919866,0.06661098,0.02537561,1.21360465678,0.00399961212401,0,0.216433999431,0.337524311074,0.471027835282,0.0017044389166,0,9.55077556133,0,0.0659754056765,361.603464747,43.3262381619,0.00366278029775,0,0,0,0,0,4680.2259887,0.0046802259887,1,688500,37.7923011728,0.0206320727949,0.611439866605,8,0.147091015308,0.0462751916206388,0.163379772028225,,,,,,,,,,,,,,,,,,,,0,95.9822,0,23.18275,72.03285,0.04791239,0.06053269,0,0,3.969884,4.042238,0.8008214,13149000,790200,15.3394023640148,0,0,0,33,0,0,0,23.94935,,,160965332.109375,61268.3111446253
35444,100800010902,100,0.002871143,90.3225806451613,159.741935483871,0,0,0,0,0,0,0.00725713872816,0,0,0,0,0,0,0.234336193227,0.0178024577737,0,0.0473308389307,0.0185243228069,0.00590046148556,0.00355966328138,0,0.60327593255,0,3.82542448059,86.8579248068,15.4077857081,0.0478751769693,0,0,0,0,0,0,0,0,0,0,0.016170968348,0.355151775064,11,0.143853671737,0.049546359390552,0.177258426966292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,79.8019,13.4654,0,0,0,0,0,0,0,6723900,0,7.14936996388705,0,0,0,32,0,0,0,86.50783,0.431972222222222,0.446377777777778,178490950.222656,81056.9328556579
35445,100800010903,99.8665596818364,0.2162954,52.851711026616,41.1653992395437,0.0861487241594501,0.114007109419945,0.1895663760734,0.00842317325209919,1,0.009691875,7.92906674813,0.2104712,0.193878,0.01659316,0.003493297,0.002619973,0.0008733243,0.116365078309,0.0380959982397,0,0.0196460203257,0.130161090034,0.0834815227049,0.00103514448335,0,1.27076524217,0,4.39548568904,113.62325259,11.1051001189,0.0152815074711,0,0,0,0,0,0,0,0,0,0,0.0145215789165,0.296071745543,6,0.122179799609,0.104651467162265,0.589151283902238,,,,,,,,,,,,,,,,,,,,0,96.43129,0.08564903,55.51009,37.46669,0.409212,0.1730769,0.02884615,0,3.159497,3.721154,0.2188808,9457200,36900,9.16580022007592,0,0,0,32,0,0,0,58.83137,0.45028125,0.487203125,195155772.675781,104832.776653483
35446,100800010904,100,0.001285322,95,1967.45,0.0021531362969955,0.00284940778639139,0.00479251461429196,0.000210522445247228,0,0,1.76640506226,0,0,0,0,0,0,1.87586914114,0.183763143592,0,0.479448236582,0.30357303401,0.126107537964,0.0384977540938,0,6.37141618597,0,10.0575436669,259.737838343,50.6455607645,0.475931875385,0,0,0,0,0,0,0,0,0,0,0.034597315362,0.398747829361,12,0.13589120141,0.0134316176423334,0.00227451666520864,,,,,,,,,,,,,,,,,,,,0,100,0,94.91573,0.01392952,0,0,0,0,0,0,0,12922200,0,9.22799182426706,0,0,0,32,0,0,0,98.41203,,,264884977.945313,109307.166819848
35447,100800011001,100,0,100,473,0,0,0,0,0,0,0.019105678155,0,0,0,0,0,0,0.0046433100734,0.000153552981291,0,0.000643987713519,0.000817291585289,0.0000232853168932,9.73640961263e-7,0,0.00956544865467,0,0,0.282855922603,0.0220746017947,0,0,0,0,0,0,0,0,0,1116000,0,0.0123234489915,0.176776658044,6,0.050476045902,0.0228890159487111,0.00716512970211637,,,,,,,,,,,,,,,,,,,,0,100,0,98.59129,0.04695718,0,0,0,0,0,0,0,9583200,0,6.47627678444224,0,0,0,33,0,0,0,99.92487,0.418846153846154,0.485353846153846,275832560.230469,89873.9197728819
35448,100800011002,100,0,,,0,0,0,0,0,0,0,0.001332587,0.001332587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4680.2259887,0.0046802259887,1,0,0,0.0046486973772,0.180181283207,2,0.0437433228137,0,0,,,,,,,,,,,,,,,,,,,,0,99.91702,0,94.66113,0,0,0,0,0,0.08298755,0.05532504,0.08298755,3253500,0,4.818442637719,0,0,0,33,0,0,0,97.45505,0.463884,0.57756,126077551.953125,59024.85100951
35449,100800011003,100,0,,,0,0,0,0,0,0,0.0385180829908,0,0,0,0,0,0,0.31462985437,0.00421291188804,0,0.0514249004811,0.0693664843743,0.0777486524084,0.000170875113195,0,1.73509183111,0,0.0110973898835,67.3749329224,7.86070945538,0.00059224843912,0,0,0,0,0,0,0,0,0,0,0.0169919102441,0.444642494543,9,0.103592142737,0.000511563628589535,0.0003747774758737,,,,,,,,,,,,,,,,,,,,0,100,0,97.56876,2.00886,0,0,0,0,0,0,0,8736300,0,7.41198057704964,0,0,0,33,0,0,0,97.99114,0.4733,0.622730434782609,220711704.367188,78082.3066502507
35450,100800020101,96.6367035851367,0.001133177,60,64.2,0.00229934887754829,0.0030429019307597,0.00511743264328893,0.000224818349332275,1,0.006101368,8.11996928118,0.01818306,0.01818306,0,0.002272882,0.002272882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3575986885023,19.9407378590417,,,,,,,,,,,,,,,,,,,,0,100,64.2439,22.58537,6.439024,0,0,0,0,0,0,0,1845000,2853000,1.12570230471887,0,0,0,33,1,0,1,28.53658,0.178906134969325,0.239228220858896,305279953.65625,94366.6115304709
